"","pkg","pub_date"
"14744","predhy.GUI","2023-02-21"
"14745","predict3d","2019-03-06"
"14746","PredictABEL","2011-02-10"
"14747","prediction","2016-10-30"
"14748","predictionInterval","2016-08-20"
"14749","PredictionR","2018-10-06"
"14750","predictMe","2022-05-24"
"14751","predictmeans","2014-07-03"
"14752","predictNMB","2023-04-12"
"14753","predictoR","2019-03-03"
"14754","PredictorSelect","2024-06-10"
"14755","predictrace","2019-05-22"
"14756","predicts","2023-01-11"
"14757","predieval","2022-03-28"
"14758","predint","2021-05-12"
"14759","PredPsych","2017-02-15"
"14760","predReliability","2020-07-07"
"14761","predRupdate","2023-04-27"
"14762","PredTest","2024-09-16"
"14763","predtools","2021-10-05"
"14764","predtoolsTS","2017-09-19"
"14765","pref","2024-02-02"
"14766","prefeR","2017-02-23"
"14767","preference","2017-06-16"
"14768","prefmod","2008-12-12"
"14769","PreKnitPostHTMLRender","2016-06-06"
"14770","PReMiuM","2013-01-29"
"14771","prenoms","2021-04-27"
"14772","prepdat","2015-09-01"
"14773","pRepDesigns","2022-09-01"
"14774","prepplot","2018-04-05"
"14775","PreProcess","2017-07-13"
"14776","PreProcessing","2021-06-24"
"14777","PreProcessRecordLinkage","2023-08-24"
"14778","PREPShiny","2019-04-25"
"14779","preputils","2018-12-18"
"14780","prereg","2016-02-16"
"14781","preregr","2021-09-30"
"14782","PresenceAbsence","2007-02-23"
"14783","presens","2015-02-11"
"14784","presenter","2021-10-08"
"14785","presentes","2019-11-05"
"14786","preseqR","2014-09-05"
"14787","presize","2020-09-02"
"14788","presmoothedTP","2025-01-22"
"14789","presmTP","2019-11-01"
"14790","PressPurt","2020-10-19"
"14791","pressuRe","2023-05-11"
"14792","pretest","2023-10-19"
"14793","pretestcad","2025-05-19"
"14794","prettifyAddins","2020-09-29"
"14795","prettyB","2019-05-03"
"14796","prettycode","2017-01-27"
"14797","PrettyCols","2022-08-31"
"14798","prettydoc","2016-08-11"
"14799","prettyglm","2021-06-24"
"14800","prettyGraphs","2012-06-19"
"14801","prettymapr","2015-10-11"
"14802","prettyR","2006-08-19"
"14803","prettyunits","2014-10-13"
"14804","prevalence","2013-07-06"
"14805","prevederer","2019-07-23"
"14806","preventr","2024-02-26"
"14807","previsionio","2021-10-13"
"14808","prevR","2012-06-20"
"14809","prevtoinc","2019-03-10"
"14810","pRF","2015-03-03"
"14811","PriceIndices","2021-02-01"
"14812","pricelevels","2024-02-08"
"14813","priceR","2019-03-31"
"14814","pricesensitivitymeter","2018-04-13"
"14815","prim","2007-01-09"
"14816","PRIMAL","2019-10-02"
"14817","primarycensored","2024-10-28"
"14818","primate","2022-05-09"
"14819","primefactr","2016-08-10"
"14820","primePCA","2019-07-02"
"14821","PRIMEplus","2024-01-10"
"14822","primer","2009-03-27"
"14823","primerTree","2013-10-04"
"14824","primes","2015-06-22"
"14825","PRIMME","2017-04-13"
"14826","princurve","1999-04-26"
"14827","PrInDT","2023-04-12"
"14828","prinsurf","2025-03-12"
"14829","printr","2021-01-27"
"14830","prinvars","2022-01-11"
"14831","prioGene","2019-08-30"
"14832","prior3D","2024-08-23"
"14833","priorCON","2024-08-19"
"14834","PriorGen","2018-05-28"
"14835","prioriactions","2021-12-15"
"14836","prioritizr","2016-12-01"
"14837","prioritizrdata","2017-11-12"
"14838","priorityelasticnet","2025-01-13"
"14839","prioritylasso","2017-03-16"
"14840","priorsense","2024-06-20"
"14841","prism","2015-11-16"
"14842","PRISM.forecast","2018-07-01"
"14843","PRISMA","2012-10-08"
"14844","PRISMA2020","2021-07-12"
"14845","prismadiagramR","2020-05-04"
"14846","prismatic","2019-10-06"
"14847","prismjs","2022-11-21"
"14848","prisonbrief","2017-07-22"
"14849","prithulib","2019-01-11"
"14850","PrivateLR","2012-03-23"
"14851","PRMethods","2025-02-14"
"14852","prmisc","2025-03-07"
"14853","PRNG","2024-05-26"
"14854","prnsamplr","2019-03-02"
"14855","pro","2015-09-17"
"14856","ProActive","2025-01-14"
"14857","ProAE","2021-02-22"
"14858","probably","2018-12-18"
"14859","ProbBayes","2020-03-06"
"14860","ProbBreed","2023-06-20"
"14861","probe","2023-10-31"
"14862","ProbeDeveloper","2019-12-18"
"14863","ProbitSpatial","2016-03-08"
"14864","ProbMarg","2020-03-20"
"14865","probout","2017-11-06"
"14866","probs","2024-06-20"
"14867","ProbSamplingI","2021-03-09"
"14868","PROBShiny","2019-04-23"
"14869","probstats4econ","2024-05-23"
"14870","ProbYX","2015-12-21"
"14871","pROC","2010-04-28"
"14872","proccalibrad","2016-07-31"
"14873","ProcData","2020-05-12"
"14874","proceduralnames","2021-01-05"
"14875","processanimateR","2018-04-20"
"14876","processcheckR","2018-10-08"
"14877","processmapR","2017-06-19"
"14878","processmonitR","2017-06-18"
"14879","processpredictR","2023-01-17"
"14880","processx","2017-07-30"
"14881","proclhmm","2024-06-05"
"14882","procmaps","2020-09-11"
"14883","ProcMod","2019-11-25"
"14884","procs","2023-09-05"
"14885","ProDenICA","2010-05-01"
"14886","prodest","2017-07-05"
"14887","prodigenr","2016-04-30"
"14888","prodlim","2008-07-21"
"14889","productivity","2016-11-14"
"14890","productplots","2011-07-23"
"14891","ProFAST","2023-06-08"
"14892","ProfessR","2008-02-16"
"14893","profExtrema","2018-08-30"
"14894","proffer","2019-12-20"
"14895","profile","2020-05-01"
"14896","profileCI","2025-06-04"
"14897","ProfileLadder","2025-04-30"
"14898","ProfileLikelihood","2011-01-31"
"14899","profileModel","2008-02-24"
"14900","profileR","2013-11-28"
"14901","profiplots","2023-11-16"
"14902","profmem","2016-09-15"
"14903","profoc","2021-07-28"
"14904","profr","2008-05-02"
"14905","profrep","2023-12-04"
"14906","proftools","2007-08-27"
"14907","profvis","2016-05-19"
"14908","ProgModule","2024-05-16"
"14909","progress","2015-05-30"
"14910","progressr","2020-01-23"
"14911","PROJ","2020-01-07"
"14912","proj4","2007-06-07"
"14913","ProjectionBasedClustering","2017-07-23"
"14914","projections","2017-12-06"
"14915","ProjectManagement","2018-12-09"
"14916","projects","2018-12-30"
"14917","ProjectTemplate","2010-08-25"
"14918","projmgr","2019-08-05"
"14919","projpred","2018-02-19"
"14920","ProliferativeIndex","2017-02-16"
"14921","prolific.api","2023-05-17"
"14922","prolsirm","2023-09-20"
"14923","prome","2022-02-24"
"14924","PROMETHEE","2018-11-03"
"14925","promethee123","2020-12-21"
"14926","PrometheeTools","2023-09-01"
"14927","promises","2018-04-13"
"14928","promor","2022-07-20"
"14929","promote","2017-11-15"
"14930","promotionImpact","2019-06-05"
"14931","prompt","2021-03-04"
"14932","prompter","2021-01-11"
"14933","promptr","2024-08-23"
"14934","promr","2022-08-24"
"14935","prop.comb.RR","2015-07-08"
"14936","propagate","2013-08-29"
"14937","PropCIs","2010-02-06"
"14938","PropClust","2013-12-18"
"14939","properties","2015-12-02"
"14940","prophet","2017-04-19"
"14941","proporz","2024-03-04"
"14942","propOverlap","2014-09-15"
"14943","PropScrRand","2013-03-03"
"14944","proPubBills","2017-11-17"
"14945","ProPublicaR","2019-04-06"
"14946","PROreg","2017-05-06"
"14947","PROscorer","2017-05-16"
"14948","PROscorerTools","2017-05-15"
"14949","PROsetta","2020-07-01"
"14950","ProSGPV","2021-01-06"
"14951","prospectr","2013-12-09"
"14952","PROSPER","2018-10-30"
"14953","ProSportsDraftData","2024-09-03"
"14954","protag","2019-08-09"
"14955","protein8k","2021-08-16"
"14956","ProteinPCA","2025-04-12"
"14957","ProteoBayes","2023-07-19"
"14958","proteomicsCV","2024-02-17"
"14959","proteus","2021-06-24"
"14960","protHMM","2023-07-05"
"14961","proto","2005-01-27"
"14962","protoclust","2011-07-07"
"14963","protolite","2016-04-23"
"14964","proton","2015-11-30"
"14965","protoshiny","2022-05-18"
"14966","prototest","2016-04-19"
"14967","protr","2012-11-18"
"14968","ProTrackR","2015-09-26"
"14969","ProTrackR2","2024-10-28"
"14970","protti","2021-04-23"
"14971","protViz","2012-11-15"
"14972","proustr","2017-06-07"
"14973","provDebugR","2021-02-17"
"14974","provenance","2015-05-26"
"14975","proverbs","2022-02-01"
"14976","provExplainR","2020-10-17"
"14977","provGraphR","2020-01-20"
"14978","provParseR","2018-12-28"
"14979","provSummarizeR","2019-01-25"
"14980","provTraceR","2020-08-11"
"14981","provViz","2019-01-08"
"14982","proxirr","2021-10-20"
"14983","ProxReg","2025-03-15"
"14984","proxy","2007-07-09"
"14985","proxyC","2018-12-31"
"14986","prozor","2015-09-05"
"14987","PRP","2021-12-13"
"14988","prqlr","2023-01-20"
"14989","prrd","2018-01-16"
"14990","PRROC","2014-12-16"
"14991","pRSR","2014-07-10"
"14992","prt","2020-08-18"
"14993","PRTree","2024-01-16"
"14994","prWarp","2020-11-02"
"14995","pryr","2015-05-27"
"14996","Przewodnik","2016-11-29"
"14997","ps","2018-07-22"
"14998","PSAboot","2013-11-26"
"14999","PSAgraphics","2007-05-10"
"15000","PSAWR","2023-02-28"
"15001","psBayesborrow","2024-02-09"
"15002","psbcGroup","2013-04-05"
"15003","psbcSpeedUp","2023-10-02"
"15004","psborrow","2021-06-04"
"15005","psborrow2","2024-04-03"
"15006","psc","2024-11-20"
"15007","PSCBS","2011-06-17"
"15008","pscl","2005-05-31"
"15009","pscore","2015-06-24"
"15010","PScr","2022-11-01"
"15011","psd","2013-03-13"
"15012","PSDistr","2023-09-13"
"15013","psdr","2021-06-04"
"15014","pseudo","2007-10-11"
"15015","pseudobibeR","2024-11-19"
"15016","pseudoCure","2025-02-06"
"15017","pseudohouseholds","2023-05-04"
"15018","pseudorank","2018-06-10"
"15019","pseval","2015-12-30"
"15020","PSF","2016-04-17"
"15021","psfmi","2019-05-16"
"15022","PSGD","2022-03-09"
"15023","PSGoft","2023-09-06"
"15024","psgp","2009-09-29"
"15025","psHarmonize","2025-01-15"
"15026","psica","2018-11-19"
"15027","psidR","2013-07-22"
"15028","psidread","2024-01-15"
"15029","PSIM","2024-09-19"
"15030","PSIndependenceTest","2023-09-14"
"15031","PSinference","2023-07-19"
"15032","PSLM2015","2017-11-22"
"15033","psm3mkv","2024-05-07"
"15034","psmineR","2022-10-10"
"15035","pso","2010-09-22"
"15036","psoptim","2016-01-31"
"15037","psp","2021-06-07"
"15038","pspatreg","2022-04-13"
"15039","pspearman","2009-02-11"
"15040","pspline","1998-11-25"
"15041","PSPManalysis","2018-01-08"
"15042","PSpower","2025-01-15"
"15043","psqn","2020-10-27"
"15044","PSS.Health","2020-11-12"
"15045","PSSIM","2020-09-10"
"15046","PSSMCOOL","2020-05-08"
"15047","pssmooth","2018-07-30"
"15048","psSubpathway","2019-06-21"
"15049","PST","2012-12-10"
"15050","Pstat","2017-02-25"
"15051","pstest","2016-11-21"
"15052","PStrata","2023-05-08"
"15053","psvd","2024-10-25"
"15054","psvmSDR","2024-08-30"
"15055","PSW","2017-09-22"
"15056","PSweight","2020-05-04"
"15057","psy","2003-08-22"
"15058","psycCleaning","2023-11-03"
"15059","psych","2007-05-06"
"15060","psychmeta","2017-08-21"
"15061","psycho","2017-10-06"
"15062","psychometric","2006-08-30"
"15063","psychomix","2011-10-05"
"15064","psychonetrics","2019-06-28"
"15065","psychotools","2011-10-05"
"15066","psychotree","2009-11-04"
"15067","psychReport","2018-08-11"
"15068","psychrolib","2020-02-27"
"15069","psychTools","2019-05-29"
"15070","PsychWordVec","2022-08-22"
"15071","psycModel","2021-04-21"
"15072","PsyControl","2017-08-09"
"15073","psymetadata","2021-05-31"
"15074","psyntur","2021-09-15"
"15075","psyphy","2007-05-29"
"15076","psyverse","2020-03-26"
"15077","ptable","2023-03-01"
"15078","PTAk","2001-04-19"
"15079","PTE","2014-05-01"
"15080","PTERP","2022-10-10"
"15081","ptetools","2025-02-13"
"15082","ptinpoly","2010-06-15"
"15083","pTITAN2","2021-11-17"
"15084","ptm","2020-12-16"
"15085","ptmixed","2019-02-12"
"15086","ptools","2022-07-16"
"15087","PtProcess","2008-05-30"
"15088","ptspotter","2021-05-03"
"15089","PTSR","2022-01-13"
"15090","pttstability","2023-01-09"
"15091","ptvapi","2020-06-03"
"15092","ptw","2009-10-27"
"15093","ptwikiwords","2016-10-08"
"15094","PTwins","2019-11-19"
"15095","PTXQC","2016-10-11"
"15096","ptycho","2015-09-12"
"15097","PubChemR","2023-11-23"
"15098","pubh","2018-01-19"
"15099","public.ctn0094data","2023-10-01"
"15100","public.ctn0094extra","2023-11-22"
"15101","PublicationBias","2019-04-01"
"15102","PublicWorksFinanceIT","2024-02-06"
"15103","publipha","2020-01-08"
"15104","Publish","2017-10-23"
"15105","pubmed.mineR","2014-03-18"
"15106","PubMedMining","2020-11-16"
"15107","pubmedR","2020-03-20"
"15108","pubmedtk","2023-12-10"
"15109","PubMedWordcloud","2013-09-16"
"15110","pubtatordb","2019-03-13"
"15111","pudu","2025-01-14"
"15112","puff","2025-04-10"
"15113","PUGMM","2024-05-10"
"15114","PUlasso","2017-12-13"
"15115","pullword","2015-02-20"
"15116","PulmoDataSets","2025-06-03"
"15117","puls","2020-12-02"
"15118","pulsar","2016-08-04"
"15119","pumBayes","2025-05-30"
"15120","pumilioR","2013-07-08"
"15121","PUMP","2022-02-09"
"15122","puniform","2018-07-05"
"15123","PUPAK","2022-06-01"
"15124","PupillometryR","2020-02-02"
"15125","PUPMCR","2022-04-25"
"15126","PUPMSI","2022-05-31"
"15127","puremoe","2024-04-19"
"15128","pureseqtmr","2020-07-30"
"15129","purge","2015-09-02"
"15130","purgeR","2021-04-30"
"15131","purging","2018-03-21"
"15132","PurpleAir","2024-07-10"
"15133","PurpleAirAPI","2024-11-26"
"15134","purrr","2015-09-28"
"15135","purrrlyr","2017-04-29"
"15136","Pursuit","2019-09-20"
"15137","pushbar","2019-03-15"
"15138","pushoverr","2014-03-30"
"15139","putior","2025-06-19"
"15140","puzzle","2019-11-28"
"15141","PVAClone","2012-07-27"
"15142","pvaluefunctions","2019-05-08"
"15143","pvar","2012-09-28"
"15144","pvclass","2010-07-29"
"15145","pvclust","2005-02-24"
"15146","pvcurveanalysis","2021-10-13"
"15147","pvda","2024-01-17"
"15148","pvldcurve","2020-10-05"
"15149","pvLRT","2021-11-23"
"15150","PVR","2012-07-05"
"15151","PvSTATEM","2024-10-03"
"15152","PWEALL","2016-12-23"
"15153","PwePred","2025-04-10"
"15154","PWEV","2024-04-16"
"15155","PWEXP","2023-07-05"
"15156","PWIR","2022-08-18"
"15157","pwlmm","2022-05-11"
"15158","pwr","2006-02-01"
"15159","pwr2","2017-05-06"
"15160","pwr2ppl","2019-06-12"
"15161","pwr4exp","2024-10-11"
"15162","pwrAB","2017-06-06"
"15163","pwrFDR","2018-01-17"
"15164","PwrGSD","2008-01-07"
"15165","pwrRasch","2015-09-28"
"15166","pwrss","2022-11-09"
"15167","pwt","2007-12-21"
"15168","pwt10","2021-01-21"
"15169","pwt8","2013-07-28"
"15170","pwt9","2017-01-04"
"15171","pxmake","2025-01-22"
"15172","pxR","2011-07-23"
"15173","pxweb","2014-09-04"
"15174","PxWebApiData","2018-06-06"
"15175","pycno","2011-04-24"
"15176","pyinit","2018-03-14"
"15177","pylintR","2021-10-12"
"15178","pyMTurkR","2020-02-04"
"15179","pyramid","2010-01-06"
"15180","pysd2r","2018-09-03"
"15181","pysparklyr","2023-10-04"
"15182","PytrendsLongitudinalR","2024-09-15"
"15183","pzfx","2018-09-28"
"15184","Q2q","2020-11-23"
"15185","Q7","2020-11-25"
"15186","qacBase","2022-01-10"
"15187","qad","2018-12-23"
"15188","QAEnsemble","2025-01-09"
"15189","QAIG","2019-03-15"
"15190","qap","2015-10-05"
"15191","qape","2020-09-08"
"15192","Qapprox","2020-09-29"
"15193","qbinplots","2025-02-24"
"15194","qbld","2020-09-11"
"15195","QBMS","2021-10-19"
"15196","qboxplot","2017-03-22"
"15197","qbr","2022-05-18"
"15198","QCA","2006-02-06"
"15199","qcapower","2020-03-02"
"15200","QCApro","2016-07-07"
"15201","QCAtools","2015-01-07"
"15202","qcauchyreg","2023-10-19"
"15203","qCBA","2018-01-12"
"15204","qcc","2004-03-04"
"15205","qccrs","2018-12-03"
"15206","QCEWAS","2016-05-24"
"15207","QCGWAS","2013-08-22"
"15208","qch","2021-05-07"
"15209","qcluster","2024-12-06"
"15210","qcpm","2022-02-24"
"15211","qcQpcr","2018-02-08"
"15212","qcr","2014-05-30"
"15213","qcrlscR","2025-04-22"
"15214","QCSimulator","2016-07-02"
"15215","QCSIS","2015-12-02"
"15216","qcv","2018-12-17"
"15217","qdap","2013-02-01"
"15218","qdapDictionaries","2013-12-23"
"15219","qdapRegex","2014-09-20"
"15220","qdapTools","2014-04-24"
"15221","QDComparison","2018-10-06"
"15222","QDiabetes","2021-02-11"
"15223","qdm","2014-10-27"
"15224","qeML","2023-11-09"
"15225","Qest","2022-04-05"
"15226","QF","2020-11-11"
"15227","qfa","2013-06-21"
"15228","QFASA","2016-05-27"
"15229","qfasar","2016-08-25"
"15230","qfratio","2023-03-16"
"15231","QFRM","2015-05-07"
"15232","QGA","2024-05-31"
"15233","qgam","2017-08-29"
"15234","QGameTheory","2020-06-12"
"15235","qGaussian","2017-03-08"
"15236","qgcomp","2019-03-02"
"15237","qgcompint","2021-09-20"
"15238","qgg","2019-12-13"
"15239","QGglmm","2016-07-13"
"15240","qgisprocess","2023-08-17"
"15241","qgraph","2011-01-08"
"15242","qgshiny","2020-07-02"
"15243","QHOT","2019-01-08"
"15244","QHScrnomo","2021-11-05"
"15245","QI","2022-03-09"
"15246","qicharts","2014-10-07"
"15247","qicharts2","2017-08-28"
"15248","qif","2019-07-20"
"15249","qiitr","2016-11-12"
"15250","Qindex","2022-09-19"
"15251","Qindex.data","2024-04-05"
"15252","qkerntool","2018-11-16"
"15253","qlcal","2021-12-08"
"15254","qlcData","2015-10-21"
"15255","qlcMatrix","2014-05-18"
"15256","qlcVisualize","2015-10-23"
"15257","QLearning","2017-09-21"
"15258","qlifetable","2022-09-22"
"15259","qmap","2012-03-21"
"15260","qmd","2021-09-28"
"15261","qmethod","2014-05-14"
"15262","qmj","2025-01-15"
"15263","qMRI","2019-07-12"
"15264","qmrparser","2011-11-21"
"15265","qmvs","2022-06-22"
"15266","qoi","2022-04-25"
"15267","QoLMiss","2022-01-07"
"15268","qountstat","2025-02-21"
"15269","qpcR","2008-02-09"
"15270","qPCRhelper","2023-02-23"
"15271","qPCRtools","2022-07-03"
"15272","qpdf","2019-02-28"
"15273","Qploidy","2025-05-01"
"15274","qpmadr","2020-08-06"
"15275","qpNCA","2021-07-13"
"15276","qPRAentry","2024-12-17"
"15277","qqboxplot","2021-05-10"
"15278","qqconf","2021-08-17"
"15279","qqman","2014-05-10"
"15280","qqplotr","2017-07-25"
"15281","qqtest","2014-12-14"
"15282","qqvases","2016-09-14"
"15283","QR","2022-06-03"
"15284","QR.break","2025-04-07"
"15285","qra","2021-06-07"
"15286","QRAGadget","2016-09-24"
"15287","QRank","2017-01-11"
"15288","qrcm","2015-12-16"
"15289","qrcmNP","2017-09-22"
"15290","qrcode","2015-08-23"
"15291","QregBB","2022-06-03"
"15292","qrencoder","2016-09-16"
"15293","qreport","2023-03-06"
"15294","QRIpkg","2020-08-27"
"15295","qris","2022-08-29"
"15296","QRISK3","2019-12-06"
"15297","qrjoint","2015-07-14"
"15298","qrlabelr","2023-10-13"
"15299","qrLMM","2015-01-08"
"15300","QRM","2012-04-28"
"15301","qrmdata","2016-01-03"
"15302","qrmix","2017-05-03"
"15303","qrmtools","2015-05-19"
"15304","qrng","2015-04-10"
"15305","qrNLMM","2015-02-16"
"15306","qrnn","2010-11-16"
"15307","qs","2019-02-08"
"15308","qs2","2024-09-16"
"15309","QSARdata","2010-09-21"
"15310","qsimulatR","2020-12-09"
"15311","qslice","2024-05-30"
"15312","qsort","2018-06-19"
"15313","qsplines","2022-06-28"
"15314","qspray","2022-12-15"
"15315","qst","2020-11-20"
"15316","qsub","2018-07-30"
"15317","qte","2015-05-01"
"15318","QTE.RD","2024-03-18"
"15319","qtkit","2024-06-24"
"15320","qtl","2001-10-30"
"15321","QTL.gCIMapping","2018-04-24"
"15322","QTL.gCIMapping.GUI","2018-06-15"
"15323","qtl2","2020-06-26"
"15324","qtl2convert","2020-07-01"
"15325","qtl2fst","2020-07-30"
"15326","qtl2ggplot","2021-05-26"
"15327","qtl2pattern","2021-09-22"
"15328","qtl2pleio","2019-11-05"
"15329","qtlbook","2009-03-30"
"15330","qtlc","2016-01-04"
"15331","qtlcharts","2015-11-08"
"15332","qtlDesign","2005-01-25"
"15333","QTLEMM","2021-06-11"
"15334","qtlhot","2012-05-31"
"15335","qtlnet","2012-06-08"
"15336","qtlpoly","2021-11-10"
"15337","QTLRel","2010-12-24"
"15338","QTOCen","2019-06-04"
"15339","Qtools","2016-02-04"
"15340","qtwAcademic","2022-12-22"
"15341","quadcleanR","2022-06-17"
"15342","quadform","2024-04-10"
"15343","quadkeyr","2025-03-24"
"15344","quadmatrix","2018-08-13"
"15345","quadmesh","2016-06-12"
"15346","quadprog","1999-05-27"
"15347","quadprogXT","2017-05-30"
"15348","quadraticSD","2022-11-16"
"15349","QuadratiK","2024-02-23"
"15350","QuadRoot","2021-01-09"
"15351","quadrupen","2012-10-10"
"15352","quadtree","2021-09-20"
"15353","quadVAR","2025-02-11"
"15354","qualitycontrol","2022-11-28"
"15355","qualmap","2018-09-12"
